seconds,multiplier,range_m,mean_luma
63.0,0.99446450579974,8.48655700683594,0.29425882172786
63.25,0.98978487438559,8.47519207000732,0.29263057432683
63.5,0.98398591167404,8.46110820770264,0.29171474923246
63.75,0.97718613378955,8.44459533691406,0.29006407796766
64.0,0.96948521264736,8.42589282989502,0.28812897035174
64.25,0.96097079448101,8.4052152633667,0.28602754471973
64.5,0.95172217335911,8.3827543258667,0.28365453675495
64.75,0.9418125017235,8.35868740081787,0.27969668121297
65.0,0.93131022653905,8.3331823348999,0.27518240797198
65.25,0.92028007677952,8.30639457702637,0.27177662190495
65.5,0.90878377289812,8.27847480773926,0.2662948607485
65.75,0.89688055481573,8.24956703186035,0.26016091187004
66.0,0.88462758641362,8.21980953216553,0.25335522709095
66.25,0.87208027309276,8.18933773040771,0.24348740697722
66.5,0.8592925163951,8.15828227996826,0.23577186188098
66.75,0.84631692197623,8.12677001953125,0.22819710528043
67.0,0.83320497231253,8.09492683410645,0.21872214435818
67.25,0.8200071723017,8.06287479400635,0.21177442214152
67.5,0.8067731737372,8.03073501586914,0.20521956916209
67.75,0.79355188313046,7.99862623214722,0.19652327577004
68.0,0.7803915562909,7.96666526794434,0.18962532522673
68.25,0.76733988230975,7.9349684715271,0.18300292610278
68.5,0.75444405903585,7.90364980697632,0.17432649630115
68.75,0.741750861721,7.87282371520996,0.16792614042462
69.0,0.72930670620602,7.84260177612305,0.16154698155715
69.25,0.71715770779043,7.81309747695923,0.1550681248787
69.5,0.70534973675785,7.78442096710205,0.14862450809449
69.75,0.69392847140351,7.75668334960938,0.14227559191298
70.0,0.68293944931968,7.72999572753906,0.13591896462421
70.25,0.67242811763277,7.70446825027466,0.12941917293193
70.5,0.6624398828491,7.68021106719971,0.1250039808287
70.75,0.65302016095058,7.65733480453491,0.12101431705922
71.0,0.64421442838752,7.63594913482666,0.11479276166257
71.25,0.63606827464174,7.61616563796997,0.1109276771073
71.5,0.62862745708177,7.59809541702271,0.10717192125924
71.75,0.62193795890499,7.58184909820557,0.10532222350649
72.0,0.61604605106335,7.56754064559937,0.10171657255644
72.25,0.61099835920618,7.55528163909912,0.10000642410752
72.5,0.60684193685395,7.54518747329712,0.09824829912231
72.75,0.60362434625227,7.53737354278564,0.09665629741119
73.0,0.6013937486631,7.5319561958313,0.09497649352253
73.25,0.60019900625261,7.52905464172363,0.0949462947145
73.5,0.60021831565866,7.52910184860229,0.09490007602518
73.75,0.60261094864973,7.534912109375,0.09656530474273
74.0,0.60748911624114,7.54675912857056,0.09816468796758
74.25,0.61466556674571,7.56418800354004,0.10149866404495
74.5,0.62395661891936,7.58675193786621,0.10502161618251
74.75,0.63518133463925,7.61401176452637,0.11063721000257
75.0,0.64816081537425,7.64553356170654,0.11647884693874
75.25,0.66271758760193,7.68088579177856,0.12474806160738
75.5,0.67867505065906,7.71963930130005,0.13330047736641
75.75,0.69585696593035,7.76136684417725,0.14171925745305
76.0,0.71408696965068,7.80563974380493,0.15243136562372
76.25,0.73318809341829,7.85202836990356,0.1631530710346
76.5,0.75298227703816,7.9000997543335,0.17402262508121
76.75,0.77328985758561,7.94941806793213,0.18462843793435
77.0,0.79392901646036,7.99954175949097,0.19587001587472
77.25,0.81471516231536,8.05002212524414,0.20940928874317
77.5,0.8354602213767,8.10040378570557,0.22075378788512
77.75,0.8559717965379,8.15021705627441,0.23289227016897
78.0,0.8760521404209,8.19898414611816,0.2455430755878
78.25,0.89549686112968,8.24620628356934,0.25748038074306
78.5,0.91409323457462,8.29136943817139,0.268476978249
78.75,0.93161791750245,8.33392906188965,0.27710596738796
79.0,0.94783370455318,8.37331008911133,0.28245378380582
79.25,0.9624846638862,8.40889167785645,0.28575237863756
79.5,0.97528828389011,8.43998622894287,0.28964763320384
79.75,0.98592141754342,8.4658088684082,0.29129123610893
80.0,0.9939907606814,8.48540592193604,0.29294076080944
80.25,0.99894892704733,8.49744701385498,0.29436830565765
80.5,0.9997737512436,8.49945068359375,0.29463631079206
80.75,0.99787232891618,8.49483299255371,0.29395671249539
81.0,0.99446450579974,8.48655700683594,0.29390098951078
81.25,0.98978487438559,8.47519207000732,0.29223150975622
81.5,0.98398591167404,8.46110820770264,0.29153149202247
81.75,0.97718613378955,8.44459533691406,0.28987087402648
82.0,0.96948521264736,8.42589282989502,0.28798346113832
82.25,0.96097079448101,8.4052152633667,0.2859686681585
82.5,0.95172217335911,8.3827543258667,0.28360844211107
82.75,0.9418125017235,8.35868740081787,0.28005713732311
83.0,0.93131022653905,8.3331823348999,0.27571622607613
83.25,0.92028007677952,8.30639457702637,0.27247832252792
83.5,0.90878377289812,8.27847480773926,0.26682864618214
83.75,0.89688055481573,8.24956703186035,0.26049548966802
84.0,0.88462758641362,8.21980953216553,0.25337494776955
84.25,0.87208027309276,8.18933773040771,0.24354185680357
84.5,0.8592925163951,8.15828227996826,0.23603458382716
84.75,0.84631692197623,8.12677001953125,0.22865503552977
85.0,0.83320497231253,8.09492683410645,0.21892573228846
85.25,0.8200071723017,8.06287479400635,0.21200835186945
85.5,0.8067731737372,8.03073501586914,0.20512101787574
85.75,0.79355188313046,7.99862623214722,0.19609597160778
86.0,0.7803915562909,7.96666526794434,0.18945689507214
86.25,0.76733988230975,7.9349684715271,0.18293217705015
86.5,0.75444405903585,7.90364980697632,0.17440112471342
86.75,0.741750861721,7.87282371520996,0.16804433377229
87.0,0.72930670620602,7.84260177612305,0.16150828204743
87.25,0.71715770779043,7.81309747695923,0.15541523012431
87.5,0.70534973675785,7.78442096710205,0.14900448087547
87.75,0.69392847140351,7.75668334960938,0.14244940037289
88.0,0.68293944931968,7.72999572753906,0.13609736725348
88.25,0.67242811763277,7.70446825027466,0.12949554131352
88.5,0.6624398828491,7.68021106719971,0.12526923542423
88.75,0.65302016095058,7.65733480453491,0.12110038307303
89.0,0.64421442838752,7.63594913482666,0.11482801764891
89.25,0.63606827464174,7.61616563796997,0.11088660532909
89.5,0.62862745708177,7.59809541702271,0.10705177136172
89.75,0.62193795890499,7.58184909820557,0.10518146083783
90.0,0.61604605106335,7.56754064559937,0.10158257463507
90.25,0.61099835920618,7.55528163909912,0.0998292385615
90.5,0.60684193685395,7.54518747329712,0.09804477775479
90.75,0.60362434625227,7.53737354278564,0.09651574312685
91.0,0.6013937486631,7.5319561958313,0.0948611516245
91.25,0.60019900625261,7.52905464172363,0.09491120200336
91.5,0.60021831565866,7.52910184860229,0.09491750238665
91.75,0.60261094864973,7.534912109375,0.09660897571745
92.0,0.60748911624114,7.54675912857056,0.09811589701786
92.25,0.61466556674571,7.56418800354004,0.1018310618611
92.5,0.62395661891936,7.58675193786621,0.10535261827742
92.75,0.63518133463925,7.61401176452637,0.11105453697391
93.0,0.64816081537425,7.64553356170654,0.11710812258256
93.25,0.66271758760193,7.68088579177856,0.12523871384309
93.5,0.67867505065906,7.71963930130005,0.13376561072937
93.75,0.69585696593035,7.76136684417725,0.14240892235758
94.0,0.71408696965068,7.80563974380493,0.15330114233107
94.25,0.73318809341829,7.85202836990356,0.16375639914995
94.5,0.75298227703816,7.9000997543335,0.17445549556373
94.75,0.77328985758561,7.94941806793213,0.18515888174582
95.0,0.79392901646036,7.99954175949097,0.19652516955339
95.25,0.81471516231536,8.05002212524414,0.21025934713105
95.5,0.8354602213767,8.10040378570557,0.2218946757646
95.75,0.8559717965379,8.15021705627441,0.23414258077542
96.0,0.8760521404209,8.19898414611816,0.24663017654227
96.25,0.89549686112968,8.24620628356934,0.25907747220654
96.5,0.91409323457462,8.29136943817139,0.26955481864664
96.75,0.93161791750245,8.33392906188965,0.27816045415048
97.0,0.94783370455318,8.37331008911133,0.28341457083706
97.25,0.9624846638862,8.40889167785645,0.28645155614415
97.5,0.97528828389011,8.43998622894287,0.29048414049215
97.75,0.98592141754342,8.4658088684082,0.29228127011319
98.0,0.9939907606814,8.48540592193604,0.29407096363343
98.25,0.99894892704733,8.49744701385498,0.29547623864209
98.5,0.9997737512436,8.49945068359375,0.29552290536353
98.75,0.99787232891618,8.49483299255371,0.29472289858101
99.0,0.99446450579974,8.48655700683594,0.29469479946595
99.25,0.98978487438559,8.47519207000732,0.29313419905744
99.5,0.98398591167404,8.46110820770264,0.29225308928443
99.75,0.97718613378955,8.44459533691406,0.290730654659
100.0,0.96948521264736,8.42589282989502,0.28909868030443
100.25,0.96097079448101,8.4052152633667,0.28709909004369
100.5,0.95172217335911,8.3827543258667,0.28485936519145
100.75,0.9418125017235,8.35868740081787,0.28093865951585
101.0,0.93131022653905,8.3331823348999,0.27649964098765
101.25,0.92028007677952,8.30639457702637,0.27310922669686
101.5,0.90878377289812,8.27847480773926,0.26747334107529
101.75,0.89688055481573,8.24956703186035,0.26124602613246
102.0,0.88462758641362,8.21980953216553,0.25439402179438
102.25,0.87208027309276,8.18933773040771,0.24458505536534
102.5,0.8592925163951,8.15828227996826,0.23720741754499
102.75,0.84631692197623,8.12677001953125,0.22936593974066
103.0,0.83320497231253,8.09492683410645,0.21977745200781
103.25,0.8200071723017,8.06287479400635,0.21278056718151
103.5,0.8067731737372,8.03073501586914,0.20601208803879
103.75,0.79355188313046,7.99862623214722,0.1971859076052
104.0,0.7803915562909,7.96666526794434,0.19059924518996
104.25,0.76733988230975,7.9349684715271,0.18378728588894
104.5,0.75444405903585,7.90364980697632,0.17484907676484
104.75,0.741750861721,7.87282371520996,0.1684631301147
105.0,0.72930670620602,7.84260177612305,0.16205715068562
105.25,0.71715770779043,7.81309747695923,0.15569103364487
105.5,0.70534973675785,7.78442096710205,0.14916495479785
105.75,0.69392847140351,7.75668334960938,0.14283614046354
106.0,0.68293944931968,7.72999572753906,0.13629505655344
106.25,0.67242811763277,7.70446825027466,0.12963335705018
106.5,0.6624398828491,7.68021106719971,0.12551519929805
106.75,0.65302016095058,7.65733480453491,0.12137662204219
107.0,0.64421442838752,7.63594913482666,0.11521482856766
107.25,0.63606827464174,7.61616563796997,0.11134899788194
107.5,0.62862745708177,7.59809541702271,0.10755318078545
107.75,0.59178659171749,7.50862455368042,0.09224294349581
108.0,0.58,7.48000001907349,0.08770887884715
